Implement,Test ID,EUDI class,Credimi ready,CAW,MI,MV,MTSL,WU,CDV,Visual evidence,FCAF area,EUDI profile,SUT,Mock/tools raw,Notes,Other fields,Source check
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/IdentifyingData/WS_RP_DM_IdentifyingData_Nationality_PID_ISO-mdoc_004.md"",""WS_RP_DM_IdentifyingData_Nationality_PID_ISO-mdoc_004"")",EUDI_required,🟢 ready,,,x,,x,x,x,DataModel / IdentifyingData,EUDI_specific,"WS, RP-PI, PID-DM, ISO mdoc","CDV, 🔎, WU, 📸","validators: mdoc.element_country_code_array; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements, assertion.pid.presentation.mdoc.doc-type-pid, assertion.pid.presentation.mdoc.required-mandatory-elements-presented, test.WS_RP_DM_IdentifyingData_Nationality_PID_ISO-mdoc_001; precondition validators: pid.mdoc_doc_type, pid.mdoc_required_mandatory_elements_present",🟠 req-class: EUDI_required; credimi: PR1295 catalog; format: iso_mdoc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/IdentifyingData/WS_RP_DM_IdentifyingData_Portrait_PID_IETF-sd-jwt-vc_001.md"",""WS_RP_DM_IdentifyingData_Portrait_PID_IETF-sd-jwt-vc_001"")",EUDI_required,🟢 ready,,,x,,x,x,x,DataModel / IdentifyingData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_present; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🟠 req-class: EUDI_required; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/IdentifyingData/WS_RP_DM_IdentifyingData_Portrait_PID_IETF-sd-jwt-vc_002.md"",""WS_RP_DM_IdentifyingData_Portrait_PID_IETF-sd-jwt-vc_002"")",EUDI_required,🟢 ready,,,x,,x,x,x,DataModel / IdentifyingData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_type; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented, test.WS_RP_DM_IdentifyingData_Portrait_PID_IETF-sd-jwt-vc_001; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🟠 req-class: EUDI_required; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/IdentifyingData/WS_RP_DM_IdentifyingData_Portrait_PID_IETF-sd-jwt-vc_003.md"",""WS_RP_DM_IdentifyingData_Portrait_PID_IETF-sd-jwt-vc_003"")",EUDI_required,🟢 ready,,,x,,x,x,x,DataModel / IdentifyingData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_jpeg_data_url; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented, test.WS_RP_DM_IdentifyingData_Portrait_PID_IETF-sd-jwt-vc_001; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🟠 req-class: EUDI_required; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/IdentifyingData/WS_RP_DM_IdentifyingData_Portrait_PID_ISO-mdoc_001.md"",""WS_RP_DM_IdentifyingData_Portrait_PID_ISO-mdoc_001"")",EUDI_required,🟢 ready,,,x,,x,x,x,DataModel / IdentifyingData,EUDI_specific,"WS, RP-PI, PID-DM, ISO mdoc","CDV, 🔎, WU, 📸","validators: mdoc.namespace_element_present; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements, assertion.pid.presentation.mdoc.doc-type-pid, assertion.pid.presentation.mdoc.required-mandatory-elements-presented; precondition validators: pid.mdoc_doc_type, pid.mdoc_required_mandatory_elements_present",🟠 req-class: EUDI_required; credimi: PR1295 catalog; format: iso_mdoc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/IdentifyingData/WS_RP_DM_IdentifyingData_Portrait_PID_ISO-mdoc_002.md"",""WS_RP_DM_IdentifyingData_Portrait_PID_ISO-mdoc_002"")",EUDI_required,🟢 ready,,,x,,x,x,x,DataModel / IdentifyingData,EUDI_specific,"WS, RP-PI, PID-DM, ISO mdoc","CDV, 🔎, WU, 📸","validators: mdoc.element_cbor_type; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements, assertion.pid.presentation.mdoc.doc-type-pid, assertion.pid.presentation.mdoc.required-mandatory-elements-presented, test.WS_RP_DM_IdentifyingData_Portrait_PID_ISO-mdoc_001; precondition validators: pid.mdoc_doc_type, pid.mdoc_required_mandatory_elements_present",🟠 req-class: EUDI_required; credimi: PR1295 catalog; format: iso_mdoc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/IdentifyingData/WS_RP_DM_IdentifyingData_Portrait_PID_ISO-mdoc_003.md"",""WS_RP_DM_IdentifyingData_Portrait_PID_ISO-mdoc_003"")",EUDI_required,🟢 ready,,,x,,x,x,x,DataModel / IdentifyingData,EUDI_specific,"WS, RP-PI, PID-DM, ISO mdoc","CDV, 🔎, WU, 📸","validators: mdoc.element_jpeg; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements, assertion.pid.presentation.mdoc.doc-type-pid, assertion.pid.presentation.mdoc.required-mandatory-elements-presented, test.WS_RP_DM_IdentifyingData_Portrait_PID_ISO-mdoc_001; precondition validators: pid.mdoc_doc_type, pid.mdoc_required_mandatory_elements_present",🟠 req-class: EUDI_required; credimi: PR1295 catalog; format: iso_mdoc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/Engagement/WS_RP_IA_Engagement__001.md"",""WS_RP_IA_Engagement_001"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / Engagement,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: json.field_required; preconditions: pipeline.wallet.engagement.haip-vp; manual Maestro pipeline template: fcaf-wallet-solution-relying-party-engagement-haip-vp,🟠 req-class: EUDI_required; credimi: PR1295 catalog; path: tests,source: FCAF repo; credimi-id differs: WS_RP_IA_Engagement__001
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/Engagement/WS_RP_IA_Engagement__002.md"",""WS_RP_IA_Engagement_002"")",EUDI_required,🟡 implemented verifier-blocked,x,,x,,x,,x,Interaction / Engagement,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸, CAW",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / Engagement flow with small request/assert changes; source trigger: DC API / Credential API; generated: test YAML + proper validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__003.md"",""WS_RP_IA_MainInteraction_003"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators dcql.response_satisfies_constraints mode trusted_authorities_match decodes every returned SD-JWT presentation and verifies its issuer (x5c+AKI hash or iss claim) matches at least one trusted_authority condition; new pipeline precondition pipeline.dcql.trusted-authorities-match with Maestro flow and visual consent evidence,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML; pipeline precondition ready
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__004.md"",""WS_RP_IA_MainInteraction_004"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","CDV, 🔎, WU, 📸",valid unmatched aki trusted_authorities request; validates no credential is returned and stores Wallet no-match/discontinuation evidence,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__005.md"",""WS_RP_IA_MainInteraction_005"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","CDV, 🔎, WU, 📸",reuses the validated holder-binding true precondition; asserts the valid true property, cryptographic cnf evidence, and consent evidence; direct emulator demo still requires Maestro/runner access,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__006.md"",""WS_RP_IA_MainInteraction_006"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: dcql.response_satisfies_constraints; preconditions: pipeline.dcql.holder-binding-type-boundary; reuses the existing holder-binding false evidence shape; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__007.md"",""WS_RP_IA_MainInteraction_007"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","CDV, 🔎, WU, 📸",reuses the holder-binding false precondition; asserts the false property, cryptographic cnf evidence, and consent evidence; hosted beta-capture emulator demo path,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__008.md"",""WS_RP_IA_MainInteraction_008"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__010.md"",""WS_RP_IA_MainInteraction_010"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__012.md"",""WS_RP_IA_MainInteraction_012"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","CDV, 🔎, WU, 📸",reuses the claims-only pipeline; validates requested claims and requires visual consent evidence proving address and phone are not displayed,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__013.md"",""WS_RP_IA_MainInteraction_013"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","CDV, 🔎, WU, 📸",dedicated DCQL request for given_name and address; protocol validator proves given_name is disclosed and unchecked address is absent; Maestro screenshots capture the consent and returned-credential UI,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__014.md"",""WS_RP_IA_MainInteraction_014"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","CDV, 🔎, WU, 📸",dedicated two-query DCQL union flow; validator requires Name and Address across the combined VP token and rejects Age, with consent and shared-result UI evidence,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__015.md"",""WS_RP_IA_MainInteraction_015"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__016.md"",""WS_RP_IA_MainInteraction_016"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__017.md"",""WS_RP_IA_MainInteraction_017"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__018.md"",""WS_RP_IA_MainInteraction_018"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__019.md"",""WS_RP_IA_MainInteraction_019"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__020.md"",""WS_RP_IA_MainInteraction_020"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__021.md"",""WS_RP_IA_MainInteraction_021"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__022.md"",""WS_RP_IA_MainInteraction_022"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__023.md"",""WS_RP_IA_MainInteraction_023"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__024.md"",""WS_RP_IA_MainInteraction_024"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__025.md"",""WS_RP_IA_MainInteraction_025"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__026.md"",""WS_RP_IA_MainInteraction_026"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__027.md"",""WS_RP_IA_MainInteraction_027"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__028.md"",""WS_RP_IA_MainInteraction_028"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__029.md"",""WS_RP_IA_MainInteraction_029"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__030.md"",""WS_RP_IA_MainInteraction_030"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__031.md"",""WS_RP_IA_MainInteraction_031"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__032.md"",""WS_RP_IA_MainInteraction_032"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__033.md"",""WS_RP_IA_MainInteraction_033"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
